Delivery_ID,Order_ID,Assigned_Rider_ID,Estimated_Delivery_Min,Actual_Delivery_Min,Restaurant_Prep_Min,Pickup_Delay_Min,Delivery_Delay_Min
D014099,O015125,RIDER1941,28,33,42,3.5,5
D014100,O015126,RIDER0094,27,25,21,0.6,0
D014101,O015127,RIDER0501,33,63,29,4.4,30
D014102,O015128,RIDER0940,38,33,34,7.1,0
D014103,O015129,RIDER2344,29,35,21,0.1,6
D014104,O015130,RIDER1690,24,50,36,0.7,26
D014105,O015131,RIDER1832,31,65,42,2.7,34
D014106,O015132,RIDER1897,25,46,18,8.2,21
D014107,O015133,RIDER0464,28,35,40,9.9,7
D014108,O015134,RIDER0706,20,39,37,0.6,19
D014109,O015135,RIDER1579,42,49,21,1.6,7
D014110,O015136,RIDER0986,24,43,19,6.4,19
D014111,O015137,RIDER1979,36,38,33,0.2,2
D014112,O015138,RIDER2415,41,61,42,5.1,20
D014113,O015139,RIDER1167,42,52,37,0.7,10
D014114,O015140,RIDER1997,30,32,30,2.6,2
D014115,O015141,RIDER1690,31,38,28,13.6,7
D014116,O015142,RIDER2327,26,41,21,6.1,15
D014117,O015143,RIDER1800,45,44,34,2.5,0
D014118,O015144,RIDER0745,50,78,31,6.9,28
D014119,O015146,RIDER0826,27,59,16,5.5,32
D014120,O015147,RIDER1226,54,77,28,1.4,23
D014121,O015148,RIDER2197,23,24,30,2.8,1
D014122,O015149,RIDER0444,32,61,28,3.5,29
D014123,O015150,RIDER1272,51,55,38,2.7,4
D014124,O015151,RIDER1302,34,40,22,0.5,6
D014125,O015152,RIDER2014,27,24,22,0.6,0
D014126,O015153,RIDER1788,36,42,39,12.2,6
D014127,O015154,RIDER0007,31,30,32,8.1,0
D014128,O015155,RIDER2154,37,34,24,5.6,0
D014129,O015156,RIDER1633,34,66,42,0.6,32
D014130,O015157,RIDER1473,39,44,22,0.6,5
D014131,O015158,RIDER2205,30,28,24,1.1,0
D014132,O015159,RIDER0323,35,36,30,4.4,1
D014133,O015160,RIDER1172,50,68,34,0.5,18
D014134,O015161,RIDER0291,22,29,19,1.0,7
D014135,O015162,RIDER1930,55,64,21,4.6,9
D014136,O015163,RIDER1552,30,27,34,0.8,0
D014137,O015164,RIDER2384,27,53,23,2.1,26
D014138,O015165,RIDER1718,39,59,22,3.6,20
D014139,O015166,RIDER0913,21,16,31,1.6,0
D014140,O015167,RIDER0717,27,45,15,1.3,18
D014141,O015168,RIDER0868,26,51,39,4.2,25
D014142,O015169,RIDER0237,38,45,16,0.3,7
D014143,O015170,RIDER2257,23,25,25,2.3,2
D014144,O015171,RIDER0407,33,46,15,0.1,13
D014145,O015172,RIDER0038,26,36,35,0.6,10
D014146,O015173,RIDER1020,30,36,14,4.0,6
D014147,O015174,RIDER1433,42,40,38,3.6,0
D014148,O015175,RIDER0227,24,29,14,1.2,5
D014149,O015176,RIDER2395,18,25,40,1.7,7
D014150,O015177,RIDER1841,37,65,18,9.8,28
D014151,O015178,RIDER1427,26,24,14,5.0,0
D014152,O015179,RIDER1626,34,40,36,2.5,6
D014153,O015180,RIDER0767,23,57,35,1.5,34
D014154,O015182,RIDER2017,34,66,38,0.8,32
D014155,O015183,RIDER1626,58,80,24,9.6,22
D014156,O015185,RIDER2266,28,34,38,0.7,6
D014157,O015186,RIDER2261,37,44,16,3.4,7
D014158,O015187,RIDER0141,42,51,42,2.6,9
D014159,O015188,RIDER0111,42,47,19,1.0,5
D014160,O015189,RIDER1860,31,26,30,4.1,0
D014161,O015190,RIDER1705,24,20,21,1.8,0
D014162,O015191,RIDER1863,24,21,31,2.4,0
D014163,O015192,RIDER1779,23,27,29,5.4,4
D014164,O015193,RIDER1386,27,32,27,1.4,5
D014165,O015194,RIDER2469,26,22,25,4.1,0
D014166,O015195,RIDER2464,44,69,15,0.1,25
D014167,O015196,RIDER1499,38,57,24,1.7,19
D014168,O015197,RIDER2200,55,57,28,3.7,2
D014169,O015198,RIDER1754,35,32,41,5.3,0
D014170,O015199,RIDER0306,19,42,38,1.0,23
D014171,O015201,RIDER0629,36,34,32,1.8,0
D014172,O015202,RIDER1728,38,64,17,1.4,26
D014173,O015203,RIDER0255,20,47,33,1.6,27
D014174,O015204,RIDER0078,47,54,15,2.8,7
D014175,O015205,RIDER1774,22,17,40,5.9,0
D014176,O015206,RIDER0530,18,39,14,6.7,21
D014177,O015207,RIDER0217,49,50,30,8.4,1
D014178,O015208,RIDER0216,40,45,21,5.7,5
D014179,O015209,RIDER0216,42,45,36,6.6,3
D014180,O015210,RIDER1729,30,29,23,3.0,0
D014181,O015211,RIDER1164,22,25,33,1.6,3
D014182,O015212,RIDER0852,67,73,16,1.7,6
D014183,O015213,RIDER0467,31,27,18,0.8,0
D014184,O015214,RIDER1207,39,45,15,2.6,6
D014185,O015215,RIDER1952,42,42,28,4.2,0
D014186,O015216,RIDER1605,41,42,38,4.2,1
D014187,O015217,RIDER1807,40,41,15,1.7,1
D014188,O015219,RIDER0583,23,23,25,2.6,0
D014189,O015220,RIDER0123,33,35,21,2.0,2
D014190,O015221,RIDER1011,24,36,24,1.9,12
D014191,O015222,RIDER1048,36,65,16,4.5,29
D014192,O015223,RIDER0402,29,30,15,2.4,1
D014193,O015224,RIDER2245,32,31,14,1.0,0
D014194,O015225,RIDER0412,22,26,18,1.0,4
D014195,O015226,RIDER0461,38,48,18,0.6,10
D014196,O015227,RIDER0925,36,38,23,1.3,2
D014197,O015228,RIDER0670,41,64,41,3.5,23
D014198,O015229,RIDER1373,46,43,42,1.4,0
D014199,O015230,RIDER0360,32,34,16,0.8,2
D014200,O015231,RIDER0489,37,36,30,1.7,0
D014201,O015233,RIDER1448,41,45,14,0.3,4
D014202,O015234,RIDER0655,27,28,30,4.0,1
D014203,O015235,RIDER0099,42,56,29,1.2,14
D014204,O015236,RIDER0672,34,37,36,0.1,3
D014205,O015237,RIDER1645,33,28,17,0.9,0
D014206,O015238,RIDER0630,33,29,42,2.6,0
D014207,O015239,RIDER2086,34,35,35,2.8,1
D014208,O015240,RIDER2353,32,34,15,4.5,2
D014209,O015241,RIDER1315,23,18,38,1.9,0
D014210,O015242,RIDER0541,42,76,14,1.3,34
D014211,O015243,RIDER2002,31,35,40,1.5,4
D014212,O015244,RIDER0998,48,52,35,1.0,4
D014213,O015245,RIDER0925,21,22,40,3.1,1
D014214,O015246,RIDER0905,31,35,41,3.0,4
D014215,O015247,RIDER0574,24,39,27,1.2,15
D014216,O015248,RIDER0890,49,49,27,4.7,0
D014217,O015249,RIDER1036,28,60,18,2.8,32
D014218,O015250,RIDER1535,51,68,36,0.9,17
D014219,O015251,RIDER0544,40,46,18,2.0,6
D014220,O015252,RIDER1781,30,60,40,2.0,30
D014221,O015253,RIDER2483,30,35,39,7.9,5
D014222,O015254,RIDER1025,25,22,22,1.7,0
D014223,O015255,RIDER0354,58,77,32,1.2,19
D014224,O015256,RIDER2225,27,23,31,2.5,0
D014225,O015257,RIDER2244,45,46,38,2.7,1
D014226,O015258,RIDER0897,41,38,25,1.9,0
D014227,O015259,RIDER0466,40,41,41,2.9,1
D014228,O015260,RIDER2012,34,37,42,2.5,3
D014229,O015261,RIDER0772,51,53,23,2.7,2
D014230,O015262,RIDER1926,30,33,30,6.2,3
D014231,O015263,RIDER1554,25,23,32,3.6,0
D014232,O015264,RIDER1735,48,81,32,5.9,33
D014233,O015267,RIDER1420,26,27,24,1.5,1
D014234,O015268,RIDER1671,28,50,42,0.6,22
D014235,O015269,RIDER1146,41,37,36,1.4,0
D014236,O015270,RIDER0882,27,26,19,4.9,0
D014237,O015271,RIDER0020,32,35,28,4.3,3
D014238,O015272,RIDER1424,23,27,33,1.0,4
D014239,O015273,RIDER1425,47,57,38,3.8,10
D014240,O015274,RIDER1944,37,42,39,3.5,5
D014241,O015275,RIDER0796,31,31,30,2.4,0
D014242,O015276,RIDER0579,28,35,18,2.6,7
D014243,O015277,RIDER0666,70,75,14,4.0,5
D014244,O015279,RIDER1519,33,55,16,3.7,22
D014245,O015280,RIDER1916,26,21,16,1.0,0
D014246,O015281,RIDER1458,35,42,32,0.9,7
D014247,O015282,RIDER0681,36,37,16,0.3,1
D014248,O015283,RIDER1686,25,27,27,0.9,2
D014249,O015285,RIDER0118,40,45,38,3.6,5
D014250,O015286,RIDER0845,22,28,36,12.8,6
D014251,O015287,RIDER2009,30,37,37,1.9,7
D014252,O015288,RIDER0773,36,39,15,0.7,3
D014253,O015289,RIDER0512,32,27,37,1.3,0
D014254,O015290,RIDER1057,53,68,33,7.0,15
D014255,O015291,RIDER1044,44,50,24,1.5,6
D014256,O015292,RIDER1816,25,29,34,7.8,4
D014257,O015293,RIDER1419,36,36,38,0.4,0
D014258,O015294,RIDER2330,37,44,16,2.4,7
D014259,O015295,RIDER0940,40,43,28,0.6,3
D014260,O015296,RIDER0397,31,35,14,3.3,4
D014261,O015297,RIDER1052,37,52,35,7.4,15
D014262,O015298,RIDER1865,25,31,32,4.7,6
D014263,O015299,RIDER0238,34,38,23,2.3,4
D014264,O015300,RIDER0704,26,27,24,5.8,1
D014265,O015301,RIDER2248,31,40,21,3.8,9
D014266,O015302,RIDER1582,39,39,21,8.4,0
D014267,O015303,RIDER0119,38,34,42,3.4,0
D014268,O015304,RIDER0714,27,58,38,1.7,31
D014269,O015305,RIDER2195,27,42,14,1.0,15
D014270,O015306,RIDER2380,20,26,25,14.3,6
D014271,O015307,RIDER0032,32,37,34,1.6,5
D014272,O015308,RIDER1758,29,36,31,0.6,7
D014273,O015309,RIDER0188,29,39,42,0.6,10
D014274,O015310,RIDER1516,34,43,24,6.2,9
D014275,O015311,RIDER0342,41,38,19,4.4,0
D014276,O015313,RIDER0445,48,55,20,2.5,7
D014277,O015314,RIDER0271,42,47,17,1.7,5
D014278,O015315,RIDER2215,35,62,15,1.9,27
D014279,O015316,RIDER0927,19,46,29,2.2,27
D014280,O015317,RIDER0212,38,36,19,7.8,0
D014281,O015318,RIDER1331,29,36,15,4.6,7
D014282,O015319,RIDER1361,35,33,14,2.7,0
D014283,O015320,RIDER2317,38,36,33,7.5,0
D014284,O015321,RIDER0256,50,69,28,0.6,19
D014285,O015322,RIDER2351,26,44,31,3.7,18
D014286,O015325,RIDER2308,32,45,41,3.1,13
D014287,O015326,RIDER2112,34,29,16,4.0,0
D014288,O015328,RIDER1712,32,31,23,16.3,0
D014289,O015329,RIDER1904,20,26,36,0.7,6
D014290,O015331,RIDER1024,35,30,36,2.2,0
D014291,O015332,RIDER0204,30,43,19,1.9,13
D014292,O015333,RIDER1135,27,22,32,3.4,0
D014293,O015334,RIDER0662,56,81,40,7.5,25
D014294,O015335,RIDER0731,28,28,29,3.9,0
D014295,O015336,RIDER0728,27,31,31,3.0,4
D014296,O015337,RIDER1539,24,19,14,6.0,0
D014297,O015338,RIDER1084,23,27,26,1.9,4
D014298,O015339,RIDER0151,28,24,22,4.5,0
D014299,O015341,RIDER0526,24,47,15,6.9,23
D014300,O015342,RIDER1638,23,26,28,1.1,3
D014301,O015343,RIDER1388,41,67,16,7.8,26
D014302,O015344,RIDER0744,23,19,24,1.4,0
D014303,O015345,RIDER0905,33,58,30,1.5,25
D014304,O015346,RIDER0272,27,30,41,1.7,3
D014305,O015347,RIDER1478,20,33,22,1.4,13
D014306,O015348,RIDER0823,42,44,38,3.4,2
D014307,O015349,RIDER0204,29,25,25,5.0,0
D014308,O015350,RIDER1338,31,33,29,0.5,2
D014309,O015351,RIDER0516,22,29,40,1.4,7
D014310,O015352,RIDER1313,40,36,18,2.3,0
D014311,O015353,RIDER2274,66,81,30,2.0,15
D014312,O015354,RIDER1217,46,49,30,2.9,3
D014313,O015355,RIDER0395,42,37,30,1.5,0
D014314,O015356,RIDER0451,36,36,40,0.8,0
D014315,O015357,RIDER1004,52,78,24,3.0,26
D014316,O015358,RIDER1444,46,50,21,1.2,4
D014317,O015359,RIDER0832,29,26,18,1.6,0
D014318,O015360,RIDER0437,42,44,25,0.9,2
D014319,O015361,RIDER0800,33,32,22,0.5,0
D014320,O015362,RIDER1454,32,29,35,1.0,0
D014321,O015363,RIDER2258,32,56,27,0.4,24
D014322,O015364,RIDER2348,17,14,36,2.8,0
D014323,O015365,RIDER2282,47,54,15,1.1,7
D014324,O015366,RIDER2371,40,71,33,3.9,31
D014325,O015367,RIDER0234,46,42,14,0.7,0
D014326,O015368,RIDER1575,29,28,22,3.9,0
D014327,O015369,RIDER1569,31,54,21,1.3,23
D014328,O015370,RIDER2095,48,75,32,4.7,27
D014329,O015371,RIDER0667,50,54,14,1.7,4
D014330,O015372,RIDER1147,28,32,31,4.1,4
D014331,O015373,RIDER1461,26,28,19,0.5,2
D014332,O015374,RIDER0299,26,29,24,4.6,3
D014333,O015375,RIDER1591,27,26,29,2.0,0
D014334,O015376,RIDER0450,29,32,36,6.5,3
D014335,O015377,RIDER0908,27,33,25,6.2,6
D014336,O015378,RIDER1629,31,49,38,3.8,18
D014337,O015379,RIDER1174,34,40,32,4.0,6
D014338,O015380,RIDER0082,18,50,17,1.2,32
D014339,O015381,RIDER1708,26,33,33,0.5,7
D014340,O015382,RIDER0099,63,91,30,2.0,28
D014341,O015383,RIDER0270,26,28,19,0.8,2
D014342,O015384,RIDER0169,23,22,34,3.8,0
D014343,O015385,RIDER1930,40,53,30,3.0,13
D014344,O015386,RIDER2491,36,62,31,3.2,26
D014345,O015387,RIDER1452,34,29,38,2.7,0
D014346,O015388,RIDER1404,26,28,14,4.5,2
D014347,O015389,RIDER0229,28,41,22,8.2,13
D014348,O015390,RIDER1033,34,51,17,0.3,17
D014349,O015391,RIDER0988,32,33,39,3.4,1
D014350,O015392,RIDER0004,52,83,24,0.3,31
D014351,O015393,RIDER0398,35,63,31,2.3,28
D014352,O015394,RIDER0938,32,39,25,1.5,7
D014353,O015395,RIDER0658,26,32,35,0.5,6
D014354,O015396,RIDER1864,25,59,31,8.3,34
D014355,O015397,RIDER1932,42,60,28,10.5,18
D014356,O015398,RIDER0437,29,32,25,1.2,3
D014357,O015399,RIDER0468,28,43,28,7.6,15
D014358,O015400,RIDER2142,26,24,41,6.4,0
D014359,O015401,RIDER1617,61,94,31,3.9,33
D014360,O015402,RIDER0996,38,36,38,6.4,0
D014361,O015403,RIDER0810,25,24,29,0.6,0
D014362,O015404,RIDER0322,27,34,31,1.8,7
D014363,O015405,RIDER0776,30,50,17,1.5,20
D014364,O015406,RIDER0825,39,37,32,1.7,0
D014365,O015407,RIDER2295,43,65,28,4.7,22
D014366,O015408,RIDER2267,36,34,14,2.2,0
D014367,O015410,RIDER1183,23,49,31,1.3,26
D014368,O015411,RIDER1449,43,49,14,6.1,6
D014369,O015412,RIDER0361,31,49,19,5.0,18
D014370,O015413,RIDER1566,28,27,18,0.7,0
D014371,O015414,RIDER1390,29,35,41,4.5,6
D014372,O015415,RIDER2053,41,53,20,4.6,12
D014373,O015416,RIDER1748,46,59,22,3.3,13
D014374,O015417,RIDER2264,35,37,38,2.5,2
D014375,O015418,RIDER2330,27,29,25,2.8,2
D014376,O015420,RIDER0213,25,45,31,3.6,20
D014377,O015421,RIDER1161,36,42,34,2.8,6
D014378,O015422,RIDER0999,33,32,28,2.7,0
D014379,O015423,RIDER1887,31,38,36,0.3,7
D014380,O015424,RIDER0146,31,31,22,1.9,0
D014381,O015425,RIDER0738,24,21,42,1.7,0
D014382,O015426,RIDER1537,33,51,38,3.3,18
D014383,O015427,RIDER0187,24,57,38,5.3,33
D014384,O015428,RIDER2267,24,26,25,0.9,2
D014385,O015429,RIDER1922,43,42,33,6.5,0
D014386,O015430,RIDER1843,22,20,15,3.9,0
D014387,O015431,RIDER1339,26,30,40,1.3,4
D014388,O015433,RIDER2424,50,73,41,0.8,23
D014389,O015434,RIDER0661,32,33,15,1.2,1
D014390,O015435,RIDER0802,52,47,23,5.3,0
D014391,O015436,RIDER2485,34,41,42,6.3,7
D014392,O015437,RIDER1364,40,35,25,7.9,0
D014393,O015438,RIDER0219,29,62,25,3.7,33
D014394,O015439,RIDER0599,50,54,39,4.6,4
D014395,O015440,RIDER1869,30,31,19,6.1,1
D014396,O015441,RIDER0878,34,38,37,2.1,4
D014397,O015442,RIDER0690,28,24,42,7.3,0
D014398,O015443,RIDER0830,28,47,19,5.1,19
D014399,O015444,RIDER1641,32,37,25,0.8,5
D014400,O015445,RIDER1112,43,56,18,2.7,13
D014401,O015446,RIDER0037,24,21,33,4.4,0
D014402,O015447,RIDER1036,30,50,18,4.0,20
D014403,O015448,RIDER1811,47,64,28,1.4,17
D014404,O015449,RIDER2275,30,62,27,0.5,32
D014405,O015450,RIDER0299,32,57,18,4.7,25
D014406,O015451,RIDER0026,31,53,14,4.5,22
D014407,O015452,RIDER2444,32,33,39,6.7,1
D014408,O015453,RIDER2495,33,36,15,2.8,3
D014409,O015454,RIDER1228,41,40,15,8.1,0
D014410,O015455,RIDER2482,32,30,38,2.4,0
D014411,O015456,RIDER1542,29,26,18,3.1,0
D014412,O015457,RIDER2220,50,77,39,0.9,27
D014413,O015459,RIDER0468,38,37,19,1.0,0
D014414,O015460,RIDER0250,24,39,36,9.7,15
D014415,O015461,RIDER0775,54,83,25,6.2,29
D014416,O015462,RIDER2500,22,25,14,1.2,3
D014417,O015463,RIDER0133,39,46,38,3.4,7
D014418,O015464,RIDER0275,40,46,31,4.6,6
D014419,O015465,RIDER0923,32,34,18,0.4,2
D014420,O015466,RIDER1545,17,29,34,2.0,12
D014421,O015467,RIDER0899,26,39,31,1.3,13
D014422,O015468,RIDER1838,41,44,41,9.0,3
D014423,O015469,RIDER2406,28,34,36,3.1,6
D014424,O015470,RIDER0745,26,33,30,0.7,7
D014425,O015471,RIDER1838,32,33,31,1.0,1
D014426,O015472,RIDER1095,32,37,23,2.3,5
D014427,O015473,RIDER1551,39,38,15,0.5,0
D014428,O015474,RIDER1177,25,24,20,2.8,0
D014429,O015476,RIDER0232,27,32,27,3.9,5
D014430,O015477,RIDER2378,28,34,21,5.4,6
D014431,O015478,RIDER0980,23,20,24,7.5,0
D014432,O015479,RIDER1166,63,68,29,7.4,5
D014433,O015480,RIDER0785,49,46,34,3.2,0
D014434,O015481,RIDER0040,22,28,21,0.7,6
D014435,O015482,RIDER0802,42,64,35,1.1,22
D014436,O015483,RIDER1422,28,26,39,3.4,0
D014437,O015484,RIDER1754,50,55,40,3.9,5
D014438,O015485,RIDER0804,37,52,32,2.4,15
D014439,O015486,RIDER2126,33,37,29,6.9,4
D014440,O015487,RIDER1671,28,44,22,4.9,16
D014441,O015488,RIDER1556,27,58,40,1.7,31
D014442,O015489,RIDER1273,43,45,17,1.5,2
D014443,O015490,RIDER0339,37,66,17,1.8,29
D014444,O015491,RIDER2237,48,65,30,1.6,17
D014445,O015492,RIDER0363,22,39,35,6.4,17
D014446,O015493,RIDER1969,45,66,16,1.3,21
D014447,O015494,RIDER0410,52,73,15,1.0,21
D014448,O015495,RIDER2388,20,36,41,0.6,16
D014449,O015496,RIDER1128,31,26,40,0.3,0
D014450,O015497,RIDER2480,39,35,40,11.4,0
D014451,O015498,RIDER1388,19,21,14,1.8,2
D014452,O015499,RIDER0552,31,30,31,1.8,0
D014453,O015500,RIDER1141,43,61,17,4.4,18
D014454,O015501,RIDER0483,29,33,24,4.6,4
D014455,O015502,RIDER2160,31,36,38,5.7,5
D014456,O015503,RIDER1616,30,32,25,4.1,2
D014457,O015504,RIDER1982,44,48,16,4.6,4
D014458,O015505,RIDER2357,55,51,37,5.0,0
D014459,O015506,RIDER0260,33,35,33,2.5,2
D014460,O015507,RIDER0774,46,51,37,0.6,5
D014461,O015508,RIDER1552,32,28,28,2.2,0
D014462,O015509,RIDER1147,43,75,23,1.7,32
D014463,O015510,RIDER2461,25,49,27,1.7,24
D014464,O015512,RIDER0490,25,39,32,4.2,14
D014465,O015513,RIDER0676,31,33,31,1.7,2
D014466,O015514,RIDER1169,31,63,33,9.3,32
D014467,O015516,RIDER1625,27,26,38,1.3,0
D014468,O015518,RIDER0918,37,34,31,4.1,0
D014469,O015519,RIDER0550,22,34,39,0.2,12
D014470,O015520,RIDER0087,25,33,41,0.9,8
D014471,O015521,RIDER0531,38,50,24,1.7,12
D014472,O015522,RIDER1049,20,25,16,2.6,5
D014473,O015523,RIDER2421,43,44,15,1.1,1
D014474,O015525,RIDER2325,27,23,40,0.5,0
D014475,O015526,RIDER0563,23,27,25,1.8,4
D014476,O015527,RIDER0245,49,47,33,2.9,0
D014477,O015528,RIDER1034,68,87,17,3.1,19
D014478,O015529,RIDER0238,30,29,24,2.8,0
D014479,O015530,RIDER0629,31,27,41,4.4,0
D014480,O015531,RIDER1676,23,30,22,6.9,7
D014481,O015532,RIDER0797,24,32,15,4.8,8
D014482,O015533,RIDER2100,33,29,31,1.8,0
D014483,O015534,RIDER0651,26,53,34,4.0,27
D014484,O015535,RIDER1913,23,41,20,2.6,18
D014485,O015536,RIDER1544,20,37,19,6.8,17
D014486,O015537,RIDER2015,34,63,34,3.6,29
D014487,O015538,RIDER1179,33,48,28,0.2,15
D014488,O015539,RIDER0496,37,41,36,2.4,4
D014489,O015540,RIDER1519,46,45,31,4.7,0
D014490,O015541,RIDER1457,54,84,37,5.6,30
D014491,O015542,RIDER1830,40,41,14,2.7,1
D014492,O015543,RIDER0465,35,65,25,2.7,30
D014493,O015544,RIDER2040,33,39,27,1.0,6
D014494,O015545,RIDER1959,26,26,37,0.8,0
D014495,O015546,RIDER1027,21,18,25,1.6,0
D014496,O015547,RIDER1176,70,87,16,3.7,17
D014497,O015548,RIDER0494,43,41,30,2.4,0
D014498,O015549,RIDER2045,26,29,21,2.9,3
D014499,O015551,RIDER2124,27,30,21,0.6,3
D014500,O015552,RIDER1666,27,28,22,2.6,1
D014501,O015553,RIDER1027,22,28,15,8.8,6
D014502,O015554,RIDER0737,37,34,29,1.4,0
D014503,O015555,RIDER1356,70,99,31,3.9,29
D014504,O015556,RIDER1446,26,28,14,0.3,2
D014505,O015557,RIDER0992,29,57,36,1.1,28
D014506,O015558,RIDER2479,35,35,42,0.5,0
D014507,O015559,RIDER1915,28,41,37,5.5,13
D014508,O015560,RIDER0642,49,75,21,0.6,26
D014509,O015561,RIDER0812,61,93,31,1.2,32
D014510,O015563,RIDER2244,35,66,35,4.0,31
D014511,O015564,RIDER2412,47,52,18,4.1,5
D014512,O015565,RIDER2373,36,34,22,4.4,0
D014513,O015566,RIDER0254,24,25,18,11.0,1
D014514,O015567,RIDER1393,32,38,42,2.0,6
D014515,O015569,RIDER2323,24,30,15,2.2,6
D014516,O015570,RIDER0203,45,57,25,1.3,12
D014517,O015571,RIDER0395,44,48,22,6.0,4
D014518,O015572,RIDER0987,33,34,42,2.3,1
D014519,O015573,RIDER0447,32,66,32,0.7,34
D014520,O015575,RIDER0289,50,79,25,5.7,29
D014521,O015576,RIDER1554,34,33,35,3.2,0
D014522,O015577,RIDER1707,52,51,37,9.4,0
D014523,O015579,RIDER1961,55,78,17,6.3,23
D014524,O015581,RIDER1297,22,25,30,3.7,3
D014525,O015582,RIDER0204,45,51,24,6.2,6
D014526,O015585,RIDER1731,31,55,40,4.0,24
D014527,O015586,RIDER2435,25,59,33,1.4,34
D014528,O015587,RIDER1125,26,58,38,14.3,32
D014529,O015588,RIDER1362,28,35,33,4.3,7
D014530,O015589,RIDER1292,30,62,41,1.7,32
D014531,O015590,RIDER1577,28,32,21,1.7,4
D014532,O015591,RIDER1963,31,32,29,0.2,1
D014533,O015592,RIDER0139,24,31,18,1.7,7
D014534,O015593,RIDER1915,30,30,37,1.8,0
D014535,O015594,RIDER1342,56,57,28,7.5,1
D014536,O015595,RIDER1396,51,46,39,1.6,0
D014537,O015596,RIDER1201,24,34,18,5.3,10
D014538,O015597,RIDER0512,20,37,32,2.3,17
D014539,O015598,RIDER0331,44,77,24,5.7,33
D014540,O015599,RIDER1847,26,24,42,4.9,0
D014541,O015600,RIDER2279,34,58,16,1.3,24
D014542,O015601,RIDER0997,21,21,27,1.8,0
D014543,O015602,RIDER1772,28,57,18,2.5,29
D014544,O015604,RIDER2489,29,29,29,2.3,0
D014545,O015605,RIDER2171,42,66,30,7.6,24
D014546,O015606,RIDER1854,29,59,14,0.7,30
D014547,O015607,RIDER1598,30,35,16,3.1,5
D014548,O015608,RIDER2328,25,29,28,2.2,4
D014549,O015609,RIDER2126,39,40,37,4.9,1
D014550,O015610,RIDER0193,64,66,22,1.4,2
D014551,O015611,RIDER0528,34,59,32,0.8,25
D014552,O015612,RIDER0551,25,21,16,1.7,0
D014553,O015613,RIDER0894,53,48,41,2.8,0
D014554,O015614,RIDER2094,20,29,30,2.5,9
D014555,O015615,RIDER2230,22,26,27,6.9,4
D014556,O015616,RIDER0239,38,35,16,1.4,0
D014557,O015617,RIDER2489,35,35,16,1.8,0
D014558,O015618,RIDER2027,44,47,30,4.4,3
D014559,O015619,RIDER2145,52,56,30,1.2,4
D014560,O015620,RIDER1001,40,40,42,3.4,0
D014561,O015621,RIDER1468,22,23,29,4.2,1
D014562,O015622,RIDER0157,26,31,39,3.0,5
D014563,O015624,RIDER0275,39,45,18,1.3,6
D014564,O015625,RIDER1408,28,27,20,0.7,0
D014565,O015626,RIDER2320,26,26,24,0.8,0
D014566,O015627,RIDER0010,23,21,31,1.2,0
D014567,O015628,RIDER2450,70,78,28,0.5,8
D014568,O015629,RIDER0933,46,59,25,2.1,13
D014569,O015630,RIDER2174,33,38,22,2.0,5
D014570,O015631,RIDER2095,25,30,42,2.0,5
D014571,O015632,RIDER0089,54,57,27,3.5,3
D014572,O015633,RIDER0071,37,63,18,7.0,26
D014573,O015635,RIDER1420,21,22,14,1.7,1
D014574,O015636,RIDER1158,23,26,22,2.6,3
D014575,O015637,RIDER1688,68,74,31,1.0,6
D014576,O015638,RIDER2340,32,47,24,3.7,15
D014577,O015639,RIDER0185,46,77,17,7.9,31
D014578,O015641,RIDER1030,22,25,16,0.9,3
D014579,O015642,RIDER0895,29,34,15,4.3,5
D014580,O015643,RIDER0026,37,40,29,2.2,3
D014581,O015644,RIDER2240,40,50,38,0.8,10
D014582,O015645,RIDER2379,43,75,39,1.2,32
D014583,O015646,RIDER0531,44,50,37,2.8,6
D014584,O015647,RIDER1358,26,28,37,7.0,2
D014585,O015648,RIDER1249,33,62,20,1.5,29
D014586,O015649,RIDER0890,28,34,30,2.4,6
D014587,O015650,RIDER0228,36,33,25,1.6,0
D014588,O015651,RIDER0685,35,30,32,4.0,0
D014589,O015652,RIDER2048,36,34,37,14.2,0
D014590,O015653,RIDER0537,32,43,39,4.8,11
D014591,O015654,RIDER0285,18,22,42,0.3,4
D014592,O015655,RIDER1489,25,27,27,1.3,2
D014593,O015656,RIDER0984,35,30,30,4.8,0
D014594,O015657,RIDER0609,21,19,30,8.1,0
D014595,O015658,RIDER1527,27,32,32,7.4,5
D014596,O015659,RIDER0905,27,31,21,2.3,4
D014597,O015660,RIDER0907,27,32,14,0.3,5
D014598,O015661,RIDER0792,26,28,42,1.4,2
D014599,O015662,RIDER0365,27,27,30,0.9,0
D014600,O015663,RIDER0777,38,36,38,2.1,0
D014601,O015664,RIDER1852,39,58,28,1.1,19
D014602,O015665,RIDER1570,34,59,22,0.5,25
D014603,O015666,RIDER1813,42,53,36,6.4,11
D014604,O015667,RIDER0936,37,34,42,2.9,0
D014605,O015668,RIDER0444,33,31,33,1.5,0
D014606,O015669,RIDER0023,31,51,22,0.3,20
D014607,O015670,RIDER0790,40,74,29,3.7,34
D014608,O015672,RIDER0643,54,55,25,1.6,1
D014609,O015674,RIDER1553,26,30,15,0.8,4
D014610,O015675,RIDER0126,29,47,32,5.9,18
D014611,O015676,RIDER0242,32,33,20,7.2,1
D014612,O015677,RIDER0602,57,66,27,1.5,9
D014613,O015678,RIDER1662,35,38,36,1.5,3
